,Architecture,Cost,Energy,Error,Iteration,Method,SD,Total_Cost,Unnamed: 0,Volume
56,BERT-SQuAD,0.0,0.335784664915,0.358085107382,56,FlexiBO+RF-Ratio,0.0278408432209,53.4,56.0,0.446329934822
57,BERT-SQuAD,0.0,0.298771958307,0.327374578761,57,FlexiBO+RF-Ratio,0.0131223246462,53.4,57.0,0.446329934822
58,BERT-SQuAD,0.0,0.300036605964,0.397477101463,58,FlexiBO+RF-Ratio,0.0118270812589,53.4,58.0,0.446329934822
59,BERT-SQuAD,4.45,0.277276049493,0.386937688451,59,FlexiBO+RF-Ratio,0.0114797762123,57.85,59.0,0.446329934822
60,BERT-SQuAD,0.0,0.244127219101,0.346363484105,60,FlexiBO+RF-Ratio,0.00598496577897,57.85,60.0,0.446329934822
61,BERT-SQuAD,0.0,0.256863450494,0.378314822113,61,FlexiBO+RF-Ratio,0.0397157138294,57.85,61.0,0.446329934822
62,BERT-SQuAD,0.0,0.260469362074,0.382725095469,62,FlexiBO+RF-Ratio,0.0295031214817,57.85,62.0,0.446329934822
63,BERT-SQuAD,0.0,0.274269605955,0.366938227609,63,FlexiBO+RF-Ratio,0.0025545094858,57.85,63.0,0.446329934822
64,BERT-SQuAD,0.0,0.260284095574,0.337490529116,64,FlexiBO+RF-Ratio,0.042762364371,57.85,64.0,0.446329934822
65,BERT-SQuAD,0.0,0.236951182172,0.310402118736,65,FlexiBO+RF-Ratio,0.030816315916,57.85,65.0,0.446329934822
66,BERT-SQuAD,0.0,0.295522981904,0.380065896891,66,FlexiBO+RF-Ratio,0.00850549586735,57.85,66.0,0.446329934822
67,BERT-SQuAD,0.0,0.286106037679,0.308878945179,67,FlexiBO+RF-Ratio,0.0415750150637,57.85,67.0,0.446329934822
68,BERT-SQuAD,0.0,0.28979046982,0.336858887042,68,FlexiBO+RF-Ratio,0.0232048344447,57.85,68.0,0.446329934822
69,BERT-SQuAD,0.0,0.282527978753,0.315684885325,69,FlexiBO+RF-Ratio,0.0285601175712,57.85,69.0,0.446329934822
70,BERT-SQuAD,4.45,0.381120280736,0.334142884881,70,FlexiBO+RF-Ratio,0.00222886596618,62.3,70.0,0.446329934822
71,BERT-SQuAD,4.45,0.27149623529,0.229426280926,71,FlexiBO+RF-Ratio,0.0363031251588,66.75,71.0,0.446329934822
72,BERT-SQuAD,0.0,0.311804173902,0.282771394095,72,FlexiBO+RF-Ratio,0.0349165663535,66.75,72.0,0.408025515687
73,BERT-SQuAD,4.45,0.362480375391,0.422868356456,73,FlexiBO+RF-Ratio,0.0097267245094,71.2,73.0,0.408025515687
74,BERT-SQuAD,0.0,0.40988574208,0.317507531712,74,FlexiBO+RF-Ratio,0.00463895536188,71.2,74.0,0.408025515687
75,BERT-SQuAD,0.0,0.269725026146,0.241672406841,75,FlexiBO+RF-Ratio,0.00894438374104,71.2,75.0,0.408025515687
76,BERT-SQuAD,0.0,0.230738698705,0.32614015425,76,FlexiBO+RF-Ratio,0.0168802268455,71.2,76.0,0.407951261271
77,BERT-SQuAD,0.0,0.268931489356,0.350654045806,77,FlexiBO+RF-Ratio,0.0341952795507,71.2,77.0,0.407951261271
78,BERT-SQuAD,0.0,0.324849704855,0.330484235795,78,FlexiBO+RF-Ratio,0.0321238423527,71.2,78.0,0.407951261271
79,BERT-SQuAD,0.0,0.282767306614,0.419039605487,79,FlexiBO+RF-Ratio,0.0272797554793,71.2,79.0,0.407951261271
80,BERT-SQuAD,4.45,0.271076113212,0.415892133325,80,FlexiBO+RF-Ratio,0.0272302139356,75.65,80.0,0.407951261271
81,BERT-SQuAD,0.0,0.25829347296,0.418183325836,81,FlexiBO+RF-Ratio,0.0473307790745,75.65,81.0,0.407951261271
82,BERT-SQuAD,0.0,0.350414147111,0.309855819037,82,FlexiBO+RF-Ratio,0.0141331374345,75.65,82.0,0.407951261271
83,BERT-SQuAD,0.0,0.334396735242,0.388297407574,83,FlexiBO+RF-Ratio,0.0441914336959,75.65,83.0,0.407951261271
84,BERT-SQuAD,0.0,0.237709591325,0.284885086155,84,FlexiBO+RF-Ratio,0.0413644949234,75.65,84.0,0.407951261271
85,BERT-SQuAD,0.0,0.252009589737,0.313052324456,85,FlexiBO+RF-Ratio,0.0291117726698,75.65,85.0,0.407882304447
86,BERT-SQuAD,0.0,0.235950645469,0.419597518432,86,FlexiBO+RF-Ratio,0.042849065244,75.65,86.0,0.407882304447
87,BERT-SQuAD,0.0,0.316339884051,0.281765410783,87,FlexiBO+RF-Ratio,0.0318361591623,75.65,87.0,0.407882304447
88,BERT-SQuAD,0.0,0.325716461303,0.328905169159,88,FlexiBO+RF-Ratio,0.0463392119401,75.65,88.0,0.407882304447
89,BERT-SQuAD,0.0,0.281894132344,0.332162192676,89,FlexiBO+RF-Ratio,0.0340414528945,75.65,89.0,0.407882304447
90,BERT-SQuAD,0.0,0.246052625274,0.304686363517,90,FlexiBO+RF-Ratio,0.0347700630384,75.65,90.0,0.407882304447
91,BERT-SQuAD,0.0,0.363221247723,0.367092045403,91,FlexiBO+RF-Ratio,0.0437007584896,75.65,91.0,0.407882304447
92,BERT-SQuAD,4.45,0.338515668505,0.34697657844,92,FlexiBO+RF-Ratio,0.041839036564,80.1,92.0,0.407882304447
93,BERT-SQuAD,4.45,0.289268905553,0.285543588652,93,FlexiBO+RF-Ratio,0.0475919477019,84.55,93.0,0.407882304447
94,BERT-SQuAD,0.0,0.210187064408,0.317135756578,94,FlexiBO+RF-Ratio,0.0367135180146,84.55,94.0,0.407882304447
95,BERT-SQuAD,0.0,0.367294062658,0.344548360029,95,FlexiBO+RF-Ratio,0.0220146303986,84.55,95.0,0.395476182055
96,BERT-SQuAD,4.45,0.22976827431,0.324696980683,96,FlexiBO+RF-Ratio,0.0328522220486,89.0,96.0,0.395476182055
97,BERT-SQuAD,0.0,0.408692859398,0.43627560933,97,FlexiBO+RF-Ratio,0.026905030865,89.0,97.0,0.395476182055
98,BERT-SQuAD,0.0,0.228971390325,0.296785408498,98,FlexiBO+RF-Ratio,0.0464486805553,89.0,98.0,0.395476182055
99,BERT-SQuAD,0.0,0.347937403919,0.331763235018,99,FlexiBO+RF-Ratio,0.0438280474983,89.0,99.0,0.395394775799
100,BERT-SQuAD,4.45,0.289993820242,0.364860473159,100,FlexiBO+RF-Ratio,0.0433045639403,93.45,100.0,0.395394775799
101,BERT-SQuAD,0.0,0.2809704257,0.341487598141,101,FlexiBO+RF-Ratio,0.0343260550915,93.45,101.0,0.395394775799
102,BERT-SQuAD,4.45,0.228532274364,0.343983727755,102,FlexiBO+RF-Ratio,0.0134375380674,97.9,102.0,0.395394775799
103,BERT-SQuAD,0.0,0.234508693527,0.32150302741,103,FlexiBO+RF-Ratio,0.000331397122621,97.9,103.0,0.395394775799
104,BERT-SQuAD,0.0,0.282732823565,0.410071383572,104,FlexiBO+RF-Ratio,0.00895475382856,97.9,104.0,0.395394775799
105,BERT-SQuAD,0.0,0.285718780053,0.309680131564,105,FlexiBO+RF-Ratio,0.0255729049539,97.9,105.0,0.395394775799
106,BERT-SQuAD,0.0,0.288595105315,0.344164680897,106,FlexiBO+RF-Ratio,0.016498926847,97.9,106.0,0.395394775799
107,BERT-SQuAD,0.0,0.246469536206,0.2832363915,107,FlexiBO+RF-Ratio,0.00897338252065,97.9,107.0,0.395394775799
108,BERT-SQuAD,0.0,0.253994857379,0.308944217909,108,FlexiBO+RF-Ratio,0.00547778533291,97.9,108.0,0.39537989334
109,BERT-SQuAD,4.45,0.252172828799,0.426853796876,109,FlexiBO+RF-Ratio,0.0313473209421,102.35,109.0,0.39537989334
110,BERT-SQuAD,0.0,0.232712041543,0.373904178675,110,FlexiBO+RF-Ratio,0.0120049652407,102.35,110.0,0.39537989334
111,BERT-SQuAD,0.0,0.239167291136,0.342823707778,111,FlexiBO+RF-Ratio,0.0229850020231,102.35,111.0,0.39537989334
112,BERT-SQuAD,0.0,0.31345686232,0.371447128456,112,FlexiBO+RF-Ratio,0.045879362056,102.35,112.0,0.39537989334
113,BERT-SQuAD,0.0,0.278479885864,0.290448541187,113,FlexiBO+RF-Ratio,0.00361347373444,102.35,113.0,0.39537989334
114,BERT-SQuAD,4.45,0.230039226895,0.405629410195,114,FlexiBO+RF-Ratio,0.00358214639999,106.8,114.0,0.39537989334
115,BERT-SQuAD,0.0,0.29136805955,0.349104016849,115,FlexiBO+RF-Ratio,0.00516883354988,106.8,115.0,0.39537989334
116,BERT-SQuAD,0.0,0.324826031968,0.318776356826,116,FlexiBO+RF-Ratio,0.0256243594999,106.8,116.0,0.39537989334
117,BERT-SQuAD,0.0,0.312762934719,0.379244203312,117,FlexiBO+RF-Ratio,0.0430658025728,106.8,117.0,0.39537989334
118,BERT-SQuAD,0.0,0.287300159858,0.340958335028,118,FlexiBO+RF-Ratio,0.0437131947998,106.8,118.0,0.39537989334
119,BERT-SQuAD,0.0,0.310477258647,0.352925975914,119,FlexiBO+RF-Ratio,0.0161001224913,106.8,119.0,0.39537989334
120,BERT-SQuAD,0.0,0.180740971534,0.349953005899,120,FlexiBO+RF-Ratio,0.044733325991,106.8,120.0,0.39537989334
121,BERT-SQuAD,0.0,0.385301156363,0.285372142375,121,FlexiBO+RF-Ratio,0.0188787936789,106.8,121.0,0.376238549179
122,BERT-SQuAD,0.0,0.215533067092,0.282736091147,122,FlexiBO+RF-Ratio,0.0444112826746,106.8,122.0,0.376238549179
123,BERT-SQuAD,0.0,0.292830284068,0.330114957331,123,FlexiBO+RF-Ratio,0.0498621939481,106.8,123.0,0.375629113282
124,BERT-SQuAD,0.0,0.285389439324,0.433764165681,124,FlexiBO+RF-Ratio,0.0362387347273,106.8,124.0,0.375629113282
125,BERT-SQuAD,4.45,0.268290475276,0.314127197494,125,FlexiBO+RF-Ratio,0.000486016425242,111.25,125.0,0.375629113282
126,BERT-SQuAD,0.0,0.284858338714,0.216163527847,126,FlexiBO+RF-Ratio,0.0275524642785,111.25,126.0,0.375629113282
127,BERT-SQuAD,0.0,0.33549174804,0.436104345805,127,FlexiBO+RF-Ratio,0.0321956575629,111.25,127.0,0.366144366012
128,BERT-SQuAD,0.0,0.310380871295,0.400768976575,128,FlexiBO+RF-Ratio,0.0314370686674,111.25,128.0,0.366144366012
129,BERT-SQuAD,0.0,0.381373910934,0.344598340458,129,FlexiBO+RF-Ratio,0.0100703420356,111.25,129.0,0.366144366012
130,BERT-SQuAD,0.0,0.343896395294,0.370563047114,130,FlexiBO+RF-Ratio,0.0486980399591,111.25,130.0,0.366144366012
131,BERT-SQuAD,0.0,0.361998110899,0.323202159846,131,FlexiBO+RF-Ratio,0.0341042639291,111.25,131.0,0.366144366012
132,BERT-SQuAD,0.0,0.285737254427,0.420629757218,132,FlexiBO+RF-Ratio,0.0087726667067,111.25,132.0,0.366144366012
133,BERT-SQuAD,0.0,0.231221597726,0.248949098541,133,FlexiBO+RF-Ratio,0.0485925062249,111.25,133.0,0.366144366012
134,BERT-SQuAD,0.0,0.195365958182,0.327745300773,134,FlexiBO+RF-Ratio,0.021069371697,111.25,134.0,0.364843450961
135,BERT-SQuAD,0.0,0.235418187403,0.342188713926,135,FlexiBO+RF-Ratio,0.0346368090277,111.25,135.0,0.364514308204
136,BERT-SQuAD,0.0,0.334183217457,0.33957063496,136,FlexiBO+RF-Ratio,0.011612666694,111.25,136.0,0.364514308204
137,BERT-SQuAD,0.0,0.249733273204,0.362505289873,137,FlexiBO+RF-Ratio,0.0251512906929,111.25,137.0,0.364514308204
138,BERT-SQuAD,0.0,0.337736228881,0.376529340783,138,FlexiBO+RF-Ratio,0.0295644588173,111.25,138.0,0.364514308204
139,BERT-SQuAD,0.0,0.254130557597,0.363123608,139,FlexiBO+RF-Ratio,0.0119647748279,111.25,139.0,0.364514308204
140,BERT-SQuAD,0.0,0.268225018307,0.3744455464,140,FlexiBO+RF-Ratio,0.022644256796,111.25,140.0,0.364514308204
141,BERT-SQuAD,0.0,0.261338854873,0.22933382401,141,FlexiBO+RF-Ratio,0.0181324431865,111.25,141.0,0.364514308204
142,BERT-SQuAD,0.0,0.201220660322,0.326328523084,142,FlexiBO+RF-Ratio,0.0253035227045,111.25,142.0,0.364326721523
143,BERT-SQuAD,0.0,0.244070724063,0.459846415273,143,FlexiBO+RF-Ratio,0.040973426878,111.25,143.0,0.364314018122
144,BERT-SQuAD,0.0,0.189590506328,0.338750030543,144,FlexiBO+RF-Ratio,0.00681901163586,111.25,144.0,0.364314018122
145,BERT-SQuAD,4.45,0.30337909173,0.303154505654,145,FlexiBO+RF-Ratio,0.00134259390459,115.7,145.0,0.364249315877
146,BERT-SQuAD,4.45,0.385420406569,0.332520255574,146,FlexiBO+RF-Ratio,0.00777731088451,120.15,146.0,0.364249315877
147,BERT-SQuAD,0.0,0.367023313888,0.330768669264,147,FlexiBO+RF-Ratio,0.00573990882487,120.15,147.0,0.364249315877
148,BERT-SQuAD,0.0,0.347860681172,0.356173120546,148,FlexiBO+RF-Ratio,0.0370558555812,120.15,148.0,0.364249315877
149,BERT-SQuAD,0.0,0.241849924036,0.241913279704,149,FlexiBO+RF-Ratio,0.00559987493898,120.15,149.0,0.364249315877
150,BERT-SQuAD,0.0,0.284308931337,0.376129675054,150,FlexiBO+RF-Ratio,0.0261070973659,120.15,150.0,0.36411219529
151,BERT-SQuAD,0.0,0.346601242255,0.328188333045,151,FlexiBO+RF-Ratio,0.000855769020677,120.15,151.0,0.36411219529
152,BERT-SQuAD,0.0,0.229936656476,0.361001341558,152,FlexiBO+RF-Ratio,0.0413039751419,120.15,152.0,0.36411219529
153,BERT-SQuAD,0.0,0.235934433647,0.394859876701,153,FlexiBO+RF-Ratio,0.0397608361036,120.15,153.0,0.36411219529
154,BERT-SQuAD,0.0,0.214488720947,0.29539776642,154,FlexiBO+RF-Ratio,0.0454094228919,120.15,154.0,0.36411219529
155,BERT-SQuAD,0.0,0.328805883636,0.388365954004,155,FlexiBO+RF-Ratio,0.00995063158372,120.15,155.0,0.364089493304
156,BERT-SQuAD,4.45,0.295820489496,0.365973323071,156,FlexiBO+RF-Ratio,0.0354764334463,124.6,156.0,0.364089493304
157,BERT-SQuAD,0.0,0.235554709193,0.280958361735,157,FlexiBO+RF-Ratio,0.0413124986288,124.6,157.0,0.364089493304
158,BERT-SQuAD,4.45,0.305539934696,0.313546088426,158,FlexiBO+RF-Ratio,0.016035303383,129.05,158.0,0.364089493304
159,BERT-SQuAD,0.0,0.287702854128,0.323805861971,159,FlexiBO+RF-Ratio,0.0240643399778,129.05,159.0,0.364089493304
160,BERT-SQuAD,0.0,0.284373339681,0.305895724597,160,FlexiBO+RF-Ratio,0.00191450026058,129.05,160.0,0.364089493304
161,BERT-SQuAD,0.0,0.244003267536,0.383118425612,161,FlexiBO+RF-Ratio,0.0347718421481,129.05,161.0,0.364089493304
162,BERT-SQuAD,0.0,0.243334136657,0.283913783447,162,FlexiBO+RF-Ratio,0.0209313866878,129.05,162.0,0.364089493304
163,BERT-SQuAD,0.0,0.236682187279,0.430849589717,163,FlexiBO+RF-Ratio,0.0146337006845,129.05,163.0,0.364089493304
164,BERT-SQuAD,0.0,0.295810676838,0.390756769688,164,FlexiBO+RF-Ratio,0.0162433094165,129.05,164.0,0.364089493304
165,BERT-SQuAD,0.0,0.236706984402,0.28203843527,165,FlexiBO+RF-Ratio,0.0126980663847,129.05,165.0,0.364089493304
166,BERT-SQuAD,0.0,0.262374552994,0.358398905564,166,FlexiBO+RF-Ratio,0.016854771985,129.05,166.0,0.364089493304
167,BERT-SQuAD,0.0,0.296725835294,0.340231173634,167,FlexiBO+RF-Ratio,0.0282384289442,129.05,167.0,0.364089493304
168,BERT-SQuAD,0.0,0.333438104006,0.386857688802,168,FlexiBO+RF-Ratio,0.0037357281378,129.05,168.0,0.364089493304
169,BERT-SQuAD,4.45,0.294696069597,0.300142342244,169,FlexiBO+RF-Ratio,0.0406548689959,133.5,169.0,0.364089493304
170,BERT-SQuAD,0.0,0.299862831895,0.357189419835,170,FlexiBO+RF-Ratio,0.00230779215577,133.5,170.0,0.364089493304
171,BERT-SQuAD,0.0,0.300143463736,0.304977762103,171,FlexiBO+RF-Ratio,0.034872054025,133.5,171.0,0.364089493304
172,BERT-SQuAD,0.0,0.333400490228,0.383949868302,172,FlexiBO+RF-Ratio,0.0428024435805,133.5,172.0,0.364089493304
173,BERT-SQuAD,0.0,0.286233808996,0.373367141218,173,FlexiBO+RF-Ratio,0.0210025779827,133.5,173.0,0.364089493304
174,BERT-SQuAD,0.0,0.259833287792,0.379447355777,174,FlexiBO+RF-Ratio,0.0156936713745,133.5,174.0,0.364089493304
175,BERT-SQuAD,4.45,0.27156876778,0.288020943867,175,FlexiBO+RF-Ratio,0.0379728607442,137.95,175.0,0.364089493304
176,BERT-SQuAD,0.0,0.322511328223,0.395395109102,176,FlexiBO+RF-Ratio,0.047769468874,137.95,176.0,0.364089493304
177,BERT-SQuAD,0.0,0.250479812656,0.41400218328,177,FlexiBO+RF-Ratio,0.0289253482004,137.95,177.0,0.364089493304
178,BERT-SQuAD,0.0,0.310755457343,0.320849092175,178,FlexiBO+RF-Ratio,0.0246328117129,137.95,178.0,0.364089493304
179,BERT-SQuAD,0.0,0.287833900111,0.428541553449,179,FlexiBO+RF-Ratio,0.0321775314602,137.95,179.0,0.364089493304
180,BERT-SQuAD,0.0,0.254221744212,0.283696836864,180,FlexiBO+RF-Ratio,0.00275544835942,137.95,180.0,0.364089493304
181,BERT-SQuAD,0.0,0.302408238018,0.340819431076,181,FlexiBO+RF-Ratio,0.00677673138165,137.95,181.0,0.364089493304
182,BERT-SQuAD,0.0,0.28748907525,0.282050566898,182,FlexiBO+RF-Ratio,0.00754666243421,137.95,182.0,0.364089493304
183,BERT-SQuAD,4.45,0.286289748389,0.414452324073,183,FlexiBO+RF-Ratio,0.0388232629025,142.4,183.0,0.364089493304
184,BERT-SQuAD,0.0,0.408201883494,0.414862104022,184,FlexiBO+RF-Ratio,0.00718260372601,142.4,184.0,0.364089493304
185,BERT-SQuAD,0.0,0.230438062864,0.352876813538,185,FlexiBO+RF-Ratio,0.0121684743528,142.4,185.0,0.364089493304
186,BERT-SQuAD,0.0,0.376912266552,0.301578219897,186,FlexiBO+RF-Ratio,0.0353597306821,142.4,186.0,0.364089493304
187,BERT-SQuAD,0.0,0.245512365221,0.328562446272,187,FlexiBO+RF-Ratio,0.0376988814331,142.4,187.0,0.364089493304
188,BERT-SQuAD,4.45,0.353145682785,0.385712403217,188,FlexiBO+RF-Ratio,0.022539572231,146.85,188.0,0.364089493304
189,BERT-SQuAD,0.0,0.290712630017,0.422859176914,189,FlexiBO+RF-Ratio,0.0206501777956,146.85,189.0,0.364089493304
190,BERT-SQuAD,4.45,0.306059828769,0.36635209691,190,FlexiBO+RF-Ratio,0.0276989928805,151.3,190.0,0.364089493304
191,BERT-SQuAD,4.45,0.265355253297,0.390965610761,191,FlexiBO+RF-Ratio,0.00309748554313,155.75,191.0,0.364089493304
192,BERT-SQuAD,0.0,0.398254804575,0.423190109113,192,FlexiBO+RF-Ratio,0.00268933361745,155.75,192.0,0.364089493304
193,BERT-SQuAD,0.0,0.275462098099,0.32889060487,193,FlexiBO+RF-Ratio,0.0179449469175,155.75,193.0,0.364089493304
194,BERT-SQuAD,0.0,0.331211594623,0.291169364719,194,FlexiBO+RF-Ratio,0.0071209588706,155.75,194.0,0.364089493304
195,BERT-SQuAD,0.0,0.37711559837,0.390005850324,195,FlexiBO+RF-Ratio,0.0138060933875,155.75,195.0,0.364089493304
196,BERT-SQuAD,0.0,0.358703532962,0.312350404248,196,FlexiBO+RF-Ratio,0.0136891718802,155.75,196.0,0.364089493304
197,BERT-SQuAD,0.0,0.252945927705,0.411528389523,197,FlexiBO+RF-Ratio,0.00791478242292,155.75,197.0,0.364089493304
198,BERT-SQuAD,0.0,0.311890690204,0.322802832853,198,FlexiBO+RF-Ratio,0.0193041601673,155.75,198.0,0.364089493304
